question,correct_answers,question_type
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>429.91806 ± 17.2713,430. ± 17;430.±17;4.30e2 ± 1.7e1;4.30e2±1.7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>511.39285 ± 4.21842,511 ± 4;511±4;5.11e2 ± 4e0;5.11e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>779.7496 ± 1.15341,779.7 ± 1.2;779.7±1.2;7.797e2 ± 1.2e0;7.797e2±1.2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>732.1685 ± 0.78401,732.2 ± 0.8;732.2±0.8;7.322e2 ± 8e-1;7.322e2±8e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>954.11300 ± 11.534,954 ± 12;954±12;9.54e2 ± 1.2e1;9.54e2±1.2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>847.9378 ± 20.6419,850 ± 20;850±20;8.5e2 ± 2e1;8.5e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>182.1890 ± 0.195832,182.19 ± 0.20;182.19±0.20;1.8219e2 ± 2.0e-1;1.8219e2±2.0e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>100.3527 ± 0.419885,100.4 ± 0.4;100.4±0.4;1.004e2 ± 4e-1;1.004e2±4e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>790.92767 ± 214.62,800 ± 200;800±200;8e2 ± 2e2;8e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>88.15031 ± 0.746881,88.2 ± 0.7;88.2±0.7;8.82e1 ± 7e-1;8.82e1±7e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>433.6273 ± 2.24083,434 ± 2;434±2;4.34e2 ± 2e0;4.34e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>940.7113 ± 128.707,940 ± 130;940±130;9.4e2 ± 1.3e2;9.4e2±1.3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>413.54248 ± 11.557,414 ± 12;414±12;4.14e2 ± 1.2e1;4.14e2±1.2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>233.95111 ± 0.55933,234.0 ± 0.6;234.0±0.6;2.340e2 ± 6e-1;2.340e2±6e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>31.16983 ± 0.0368066,31.17 ± 0.04;31.17±0.04;3.117e1 ± 4e-2;3.117e1±4e-2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>422.68647 ± 12.195,423 ± 12;423±12;4.23e2 ± 1.2e1;4.23e2±1.2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>660.73321 ± 274.447,700 ± 300;700±300;7e2 ± 3e2;7e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>119.85778 ± 0.191963,119.86 ± 0.19;119.86±0.19;1.1986e2 ± 1.9e-1;1.1986e2±1.9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>521.96111 ± 51.592,520 ± 50;520±50;5.2e2 ± 5e1;5.2e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>638.32950 ± 48.988,640 ± 50;640±50;6.4e2 ± 5e1;6.4e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>751.55280 ± 348.97,800 ± 300;800±300;8e2 ± 3e2;8e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>62.55917 ± 3.6483,63 ± 4;63±4;6.3e1 ± 4e0;6.3e1±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>813.1366 ± 1.2765,813.1 ± 1.3;813.1±1.3;8.131e2 ± 1.3e0;8.131e2±1.3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>167.22175 ± 23.6591,170 ± 20;170±20;1.7e2 ± 2e1;1.7e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>659.5339 ± 1.13719,659.5 ± 1.1;659.5±1.1;6.595e2 ± 1.1e0;6.595e2±1.1e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>838.83770 ± 1.9339,838.8 ± 1.9;838.8±1.9;8.388e2 ± 1.9e0;8.388e2±1.9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>181.80538 ± 1.53352,181.8 ± 1.5;181.8±1.5;1.818e2 ± 1.5e0;1.818e2±1.5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>280.1406 ± 18.913,280. ± 19;280.±19;2.80e2 ± 1.9e1;2.80e2±1.9e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>484.3315 ± 1.8031,484.3 ± 1.8;484.3±1.8;4.843e2 ± 1.8e0;4.843e2±1.8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>598.00300 ± 0.77703,598.0 ± 0.8;598.0±0.8;5.980e2 ± 8e-1;5.980e2±8e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>134.28987 ± 43.1510,130 ± 40;130±40;1.3e2 ± 4e1;1.3e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>25.069397 ± 2.0937,25 ± 2;25±2;2.5e1 ± 2e0;2.5e1±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>947.2356 ± 38.9918,950 ± 40;950±40;9.5e2 ± 4e1;9.5e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>775.0438 ± 130.753,780 ± 130;780±130;7.8e2 ± 1.3e2;7.8e2±1.3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>594.3311 ± 0.618576,594.3 ± 0.6;594.3±0.6;5.943e2 ± 6e-1;5.943e2±6e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>542.7058 ± 2.95582,543 ± 3;543±3;5.43e2 ± 3e0;5.43e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>360.44224 ± 0.58670,360.4 ± 0.6;360.4±0.6;3.604e2 ± 6e-1;3.604e2±6e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>921.3287 ± 0.931511,921.3 ± 0.9;921.3±0.9;9.213e2 ± 9e-1;9.213e2±9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>149.40608 ± 1.2648,149.4 ± 1.3;149.4±1.3;1.494e2 ± 1.3e0;1.494e2±1.3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>825.53700 ± 1.0156,825.5 ± 1.0;825.5±1.0;8.255e2 ± 1.0e0;8.255e2±1.0e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>991.55210 ± 1.49973,991.6 ± 1.5;991.6±1.5;9.916e2 ± 1.5e0;9.916e2±1.5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>153.8385 ± 0.189259,153.84 ± 0.19;153.84±0.19;1.5384e2 ± 1.9e-1;1.5384e2±1.9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>861.02057 ± 10.6397,861 ± 11;861±11;8.61e2 ± 1.1e1;8.61e2±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>816.7567 ± 204.74,800 ± 200;800±200;8e2 ± 2e2;8e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>730.6707 ± 10.8310,731 ± 11;731±11;7.31e2 ± 1.1e1;7.31e2±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>892.8577 ± 52.387,890 ± 50;890±50;8.9e2 ± 5e1;8.9e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>467.46231 ± 3.31467,467 ± 3;467±3;4.67e2 ± 3e0;4.67e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>119.19895 ± 0.71378,119.2 ± 0.7;119.2±0.7;1.192e2 ± 7e-1;1.192e2±7e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>869.49491 ± 69.2580,870 ± 70;870±70;8.7e2 ± 7e1;8.7e2±7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>267.2911 ± 6.83221,267 ± 7;267±7;2.67e2 ± 7e0;2.67e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>616.5527 ± 8.57511,617 ± 9;617±9;6.17e2 ± 9e0;6.17e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>176.28409 ± 0.90995,176.3 ± 0.9;176.3±0.9;1.763e2 ± 9e-1;1.763e2±9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>504.50730 ± 87.0459,5.0e2 ± 90;5.0e2±90;5.0e2 ± 9e1;5.0e2±9e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>84.27945 ± 0.194537,84.28 ± 0.19;84.28±0.19;8.428e1 ± 1.9e-1;8.428e1±1.9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>765.7809 ± 12.400,766 ± 12;766±12;7.66e2 ± 1.2e1;7.66e2±1.2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>621.3066 ± 22.598,620 ± 20;620±20;6.2e2 ± 2e1;6.2e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>820.21624 ± 1.1663,820.2 ± 1.2;820.2±1.2;8.202e2 ± 1.2e0;8.202e2±1.2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>625.03092 ± 58.895,630 ± 60;630±60;6.3e2 ± 6e1;6.3e2±6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>88.791011 ± 0.14998,88.79 ± 0.15;88.79±0.15;8.879e1 ± 1.5e-1;8.879e1±1.5e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>514.6041 ± 196.680,510 ± 2.0e2;510±2.0e2;5.1e2 ± 2.0e2;5.1e2±2.0e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>560.15306 ± 2.29126,560. ± 2;560.±2;5.60e2 ± 2e0;5.60e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>860.9961 ± 8.01171,861 ± 8;861±8;8.61e2 ± 8e0;8.61e2±8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>827.9886 ± 14.029,828 ± 14;828±14;8.28e2 ± 1.4e1;8.28e2±1.4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>563.16262 ± 220.48,600 ± 200;600±200;6e2 ± 2e2;6e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>26.72023 ± 10.693,27 ± 11;27±11;2.7e1 ± 1.1e1;2.7e1±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>703.11103 ± 5.6545,703 ± 6;703±6;7.03e2 ± 6e0;7.03e2±6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>199.1689 ± 0.214348,199.2 ± 0.2;199.2±0.2;1.992e2 ± 2e-1;1.992e2±2e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>775.7884 ± 207.257,800 ± 200;800±200;8e2 ± 2e2;8e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>109.25231 ± 1.5037,109.3 ± 1.5;109.3±1.5;1.093e2 ± 1.5e0;1.093e2±1.5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>870.5727 ± 4.21391,871 ± 4;871±4;8.71e2 ± 4e0;8.71e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>48.346104 ± 8.4524,48 ± 8;48±8;4.8e1 ± 8e0;4.8e1±8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>551.95759 ± 125.349,550 ± 130;550±130;5.5e2 ± 1.3e2;5.5e2±1.3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>707.5579 ± 8.6137,708 ± 9;708±9;7.08e2 ± 9e0;7.08e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>82.607356 ± 22.4807,80 ± 20;80±20;8e1 ± 2e1;8e1±2e1,short_answer
