question,correct_answers,question_type
"Calculate the 99.9 % confidence interval for the following measurement.<br>3.7 ± 0.4 K, n = 10<br>Use the ± symbol in your answer.",3.7 ± 0.6;3.7±0.6;3.7e0 ± 6e-1;3.7e0±6e-1,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.31 ± 0.08 ns, n = 9<br>Use the ± symbol in your answer.",0.31 ± 0.09;0.31±0.09;3.1e-1 ± 9e-2;3.1e-1±9e-2,short_answer
"Is the value 0.07 W in the 50 % confidence interval for the following measurement?<br>0.07 ± 0.02 W, n = 60",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>150 ± 20 kg, n = 15<br>Use the ± symbol in your answer.",150. ± 4;150.±4;1.50e2 ± 4e0;1.50e2±4e0,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>70 ± 30 ns, n = 25<br>Use the ± symbol in your answer.",70 ± 20;70±20;7e1 ± 2e1;7e1±2e1,short_answer
"Is the value 1.3 M in the 50 % confidence interval for the following measurement?<br>1.5 ± 0.6 M, n = 6",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>3e3 ± 2e3 mbar, n = 40<br>Use the ± symbol in your answer.",3.0e3 ± 600;3.0e3±600;3.0e3 ± 6e2;3.0e3±6e2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.21 ± 0.10 Torr, n = 120<br>Use the ± symbol in your answer.",0.210 ± 0.006;0.210±0.006;2.10e-1 ± 6e-3;2.10e-1±6e-3,short_answer
"Does the following measurement agree with the known value of -600 N at the 99 % confidence level?<br>20. ± 8 N, n = 1",No;no;N;n,short_answer
"Is the value 30 cal in the 99 % confidence interval for the following measurement?<br>90 ± 30 cal, n = 4",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.47 ± 0.05 kV, n = 3<br>Use the ± symbol in your answer.",0.5 ± 0.3;0.5±0.3;5e-1 ± 3e-1;5e-1±3e-1,short_answer
"Is the value 0.47 L in the 95 % confidence interval for the following measurement?<br>0.42 ± 0.10 L, n = 25",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>40. ± 9 M, n = 7<br>Use the ± symbol in your answer.",40. ± 7;40.±7;4.0e1 ± 7e0;4.0e1±7e0,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>2.7 ± 1.2 V, n = 2<br>Use the ± symbol in your answer.",0e0 ± 50;0e0±50;0e0 ± 5e1;0e0±5e1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>3.8e3 ± 9e2 Pa, n = 40<br>Use the ± symbol in your answer.",3800 ± 200;3800±200;3.8e3 ± 2e2;3.8e3±2e2,short_answer
"Is the value 510 mM in the 50 % confidence interval for the following measurement?<br>470 ± 90 mM, n = 5",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>6e3 ± 2e3 V, n = 30<br>Use the ± symbol in your answer.",6.0e3 ± 700;6.0e3±700;6.0e3 ± 7e2;6.0e3±7e2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.29 ± 0.11 mA, n = 9<br>Use the ± symbol in your answer.",0.29 ± 0.07;0.29±0.07;2.9e-1 ± 7e-2;2.9e-1±7e-2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.17 ± 0.04 M, n = 3<br>Use the ± symbol in your answer.",0.17 ± 0.07;0.17±0.07;1.7e-1 ± 7e-2;1.7e-1±7e-2,short_answer
"Does the following measurement agree with the known value of 7.0 ms at the 99.9 % confidence level?<br>7.3 ± 0.3 ms, n = 25",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.032 ± 0.002 mmHg, n = 6<br>Use the ± symbol in your answer.",0.032 ± 0.003;0.032±0.003;3.2e-2 ± 3e-3;3.2e-2±3e-3,short_answer
"Is the value 0.46 nm in the 50 % confidence interval for the following measurement?<br>0.48 ± 0.13 nm, n = 15",Yes;yes;Y;y,short_answer
"Is the value 1200 atm in the 99 % confidence interval for the following measurement?<br>1.7e3 ± 5e2 atm, n = 10",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 6 kg at the 50 % confidence level?<br>7 ± 4 kg, n = 10",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 2.2 s at the 95 % confidence level?<br>0.36 ± 0.14 s, n = 2",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.5 ± 0.2 h, n = 1<br>Use the ± symbol in your answer.",0.5 ± 1.3;0.5±1.3;5e-1 ± 1.3e0;5e-1±1.3e0,short_answer
"Is the value 0.62 kPa in the 50 % confidence interval for the following measurement?<br>0.62 ± 0.04 kPa, n = 60",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.20 atm at the 99 % confidence level?<br>0.13 ± 0.05 atm, n = 9",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>9.9e3 ± 1.3e3 s, n = 30<br>Use the ± symbol in your answer.",9900 ± 900;9900±900;9.9e3 ± 9e2;9.9e3±9e2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.0108 ± 0.0002 kJ, n = 60<br>Use the ± symbol in your answer.",0.01080 ± 0.00004;0.01080±0.00004;1.080e-2 ± 4e-5;1.080e-2±4e-5,short_answer
"Is the value 1900 mL in the 95 % confidence interval for the following measurement?<br>1.6e3 ± 4e2 mL, n = 10",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 6000 h at the 90 % confidence level?<br>7e3 ± 2e3 h, n = 8",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>28 ± 10. Hz, n = 7<br>Use the ± symbol in your answer.",28 ± 7;28±7;2.8e1 ± 7e0;2.8e1±7e0,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>3.4e3 ± 4e2 g, n = 3<br>Use the ± symbol in your answer.",3400 ± 700;3400±700;3.4e3 ± 7e2;3.4e3±7e2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.30 ± 0.03 nm, n = 15<br>Use the ± symbol in your answer.",0.300 ± 0.005;0.300±0.005;3.00e-1 ± 5e-3;3.00e-1±5e-3,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.044 ± 0.006 Hz, n = 30<br>Use the ± symbol in your answer.",0.044 ± 0.004;0.044±0.004;4.4e-2 ± 4e-3;4.4e-2±4e-3,short_answer
"Does the following measurement agree with the known value of 2.8 m at the 50 % confidence level?<br>2.7 ± 0.2 m, n = 10",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>27 ± 6 W, n = 3<br>Use the ± symbol in your answer.",27 ± 10.;27±10.;2.7e1 ± 1.0e1;2.7e1±1.0e1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>4.8 ± 1.2 N, n = 10<br>Use the ± symbol in your answer.",4.8 ± 0.3;4.8±0.3;4.8e0 ± 3e-1;4.8e0±3e-1,short_answer
"Does the following measurement agree with the known value of 2.9 kJ at the 95 % confidence level?<br>2.7 ± 0.8 kJ, n = 60",Yes;yes;Y;y,short_answer
"Is the value 5.4 g in the 95 % confidence interval for the following measurement?<br>4.6 ± 0.8 g, n = 5",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.045 ± 0.014 cal, n = 3<br>Use the ± symbol in your answer.",0.05 ± 0.02;0.05±0.02;5e-2 ± 2e-2;5e-2±2e-2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>290 ± 30 A, n = 2<br>Use the ± symbol in your answer.",290 ± 20;290±20;2.9e2 ± 2e1;2.9e2±2e1,short_answer
